Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
",Maple and Chipotle Seasonned Boneless Chicken Breasts,$9.85 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Bubly
                    ",Mango Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Haagen Dazs
                    ",Caramel Flavoured Fudge Chip Ice Cream,$4.99 ea.,"
Valid until Jan 3, 2024
",frozen,Super C
"
","Back Attached  Breaded Chicken Leg, Value Pack",$6.59 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Café Barista
                    ",Salted Caramel Flavoured Ground Coffee,$6.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Ritz
                    ","Smoky Bacon Flavoured Crackers, Bacon Dippers",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Lemon and Garden Herb Sesoning,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Oikos
                    ",0% Lactose-Free Plain Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Starbucks
                    ",Caramel Macchiato Flavoured Iced Espresso,$7.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Uncle Ben's
                    ","Original Converted® Brand Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Pepsi
                    ","Rootbeer, Mug",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Campbell's
                    ","Ready To Serve Chicken a La King Soup, Chunky",2 /$5.00,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
                        International Delight
                    ",Hazelnut Flavoured Coffee Enhancer,$4.49 ea.,"
Valid until Dec 27, 2023
",dairy-eggs,Super C
"
                        Oka
                    ",Mushrooms & Truffle Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Tostitos
                    ",Holiday Tree Tortilla Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ruffles
                    ",Sweet and Spicy Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Dove
                    ","Soap Bars with Shea Butter, Purely Pampering",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Oikos
                    ",2% Strawberry-Banana Flavoured Greek Yogourts,$3.33 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Ben's Original
                    ","Rice Pilaf, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ruffles
                    ",Au Gratin Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Prosciutto,$5.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
",Slouvlaki Boneless Chicken Breast,$9.85 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
",Broccoli Crown,$1.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Kellogg's
                    ","Frosted Blueberry Flavoured Toaster Pastries, Pop-Tarts",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        iÖGO
                    ","1.5% Cherry, Blueberry, Lemon, and Vanilla Yogurt Va...",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Kellogg's
                    ","Frosted Chocolate Fudge Flavoured Toaster Pastries, ...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Crave
                    ",Frozen Smokey BBQ Angus Beef,$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Life Smart
                    ",Apple and Pear Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Oikos
                    ",9% Vanilla Flavoured Extra Creamy Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Rustica
                    ",Frozen Deluxe Rising Crust Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Wallaroo Trail
                    ","Australian White Wine, Skip",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        AXE
                    ",Wild Deodorant Spray,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Irresistibles
                    ",Apple Pie,$7.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Cheetos
                    ","Puffs Snacks, Cheese",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nestlé
                    ","Cookie Crumble Flavoured Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Flamingo
                    ",Frozen Breaded Chicken Strips,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Cracker Barrel
                    ",Marble Cheese Snack,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Cheetos
                    ",Pizza Flavoured Snack,3 /$10.00,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Ben's Original
                    ","Mushroom Flavoured Wild Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Tradition
                    ",Clementine and Lemonade Flavoured Sparkling Juice,$4.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Christie
                    ","Zesty Jalapeno Flavoued Triscuit Crackers, Triscuit",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Pepsi
                    ","Orange Flavoured Soft Beverage, Crush",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Café Barista
                    ",Salted Caramel Flavoured Coffee Capsules,$6.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        BlueWater Seafoods
                    ",Frozen Beer Battered Haddock Fillets,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Life Smart
                    ",Apple Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Shish Taouk Marinated Chicken Breast,$3.20 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        AXE
                    ",Cool Ocean Scented Antiperspirant and Deodorant,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Roma
                    ",Jalapeño Cheddar Jumbo Sausage,$5.99 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Crave
                    ","Frozen Bacon and Egg Scramble with Cheddar Cheese, A...",$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ben's Original
                    ","Coconut Flavoured Jasmine Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Life Smart
                    ",Fruit Salad in Water Snacks,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Sausage Rolls with Dijon Mustard,2 /$10.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Cheetos
                    ","Cheesy Puffs Snacks, Flamin' Hot",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Campbell's
                    ","Ready To Serve Beef and Stew Vegetable Soup, Chunky",2 /$5.00,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
                        Nestlé
                    ","Truffle Nanaimo Choccolate Bar, Aero",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Life Smart
                    ",Apple and Blueberry Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Sparkling Apple and Cranberry Juice Must,$4.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Kit Kat
                    ",Gooey Double Chocolate Bar,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Long Red Sweet Pepper,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Dove
                    ",Pomegranate and Hibiscus Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Ben's Original
                    ","Roasted Chicken Flavoured Whole Grain Brown Rice, Bi...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kit Kat
                    ","Gooey Salted Caramel Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        AXE
                    ",Cool Ocean Scented Spray Deodorant,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Aero
                    ","Black Forest Cake Flavoured Chocolate Bar, Truffle",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Iögo
                    ",1.5% Creamy Duo Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Dove
                    ",Cool Moisture Cucumber and Green Tea Scented Soap Ba...,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Flamingo
                    ",Gluten Free BBQ Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Frozen Tex Mex Jalapeño Chicken And Vegetable Tacos,2 /$14.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ruffles
                    ",Regular Flavour Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Uncle Ben's
                    ","Wholegrain Brown Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Activia
                    ",2.9% Prune Flavoured Probiotic Yogurt,$2.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Dove
                    ","Caring Coconut Scent Antiperspirant Stick, Advanced ...",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Ruffles
                    ","Sea Salt Chips, Simply",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Rustica
                    ",Frozen Pepperoni Rising Crust Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Uncle Ben's
                    ","Cilantro and Lime Flavoured Basmati Rice, Bistro Exp...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Starbucks
                    ",Vanilla Latte Flavoured Iced Coffee,$7.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Pepperidge Farm
                    ",Cheddar and Monterey Jack Flavoured Oven-Baked Crack...,3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Roma
                    ","Mediterranean Sausage, Bella Vita",$5.99 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Kraft
                    ",Reduced Sugar Hazelnut and Cocoa Spread,$5.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Parmigiano Reggiano Cheese Aged 24 Months,$8.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Pepperidge Farm
                    ",Jalapeno and Cheddar Flavoured Mega Bites Baked Crac...,3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Dove
                    ","Shea Butter and Vanilla Body Wash, Pampering",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Coca Cola
                    ","Zero Soft Beverage, Sprite",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Ruffles
                    ","Jalapeño Cheddar Flavoured Chips, Double Crunch",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Selection
                    ",Shaved Black Forest Smoked Ham,$5.49 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Wheat Thins
                    ",Original Flavour Wheat Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Quaker
                    ","Honey Almonds and Granola Clusters Cereal, Harvest C...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Uncle Ben's
                    ","Mexican Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Aylmer
                    ",Diced Tomatoes with Italian Spices,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Quaker
                    ","Honey and Nuts Granola Cereal, Harvest Crunch",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Roasted Chicken Flavoured Wild Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Jasmine Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Vegetable Medley Flavoured Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Fine Herb Flavoured Wild Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Basmati Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Fried Style Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ","Salad Dressing, Miracle Whip",$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Club House
                    ",Onion Powder,$4.99 ea.,"
Valid until Jan 3, 2024
",pantry,Super C
"
                        Kraft
                    ","Calorie-Wise Salad Dressing, Miracle Whip",$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ritz
                    ",Original Flavour Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ritz
                    ",Low Sodium Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ritz
                    ",Cheddar Cheese Bits Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Activia
                    ",0% Vanilla Flavoured Probiotic Yogurt,$2.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Ritz
                    ",Swiss Cheese Flavoured Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Vegetable Thins
                    ",Vegetable Wheat Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ritz
                    ",Cheddar Cheese Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        AXE
                    ",2 in 1 Jet Body and Hair Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Irresistibles
                    ",Chocolate Chip and Chunks Muffins,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        AXE
                    ",Ice Chill Scented Stick Antiperspirant and Deodorant,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Corona
                    ","Non-Alcoholic Mexican Beer, Sunbrew",$23.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Selection
                    ",Antibacterial Toilet Bowl Cleaner,2 /$5.00,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Maxwell House
                    ",Original Roast Instant Coffee,$2.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Leclerc
                    ",Strawberry and Crème Flavoured Truffle Butter Cookie...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Flamingoo Trail
                    ",Argentinian Red Wine,$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Monsieur Gustav
                    ",Smoke Flavoured Saint-Paulin Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Cheetos
                    ","Crunchy Puffs Snacks, Cheese",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Mini Sweet Peppers,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Black Diamond
                    ","Marble Cheddar Cheese With Almonds And Cranberries, ...",$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Cheetos
                    ","Maple Leaf Shaped Puffs Snacks, Ketchup",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Strawberry-Rhubarb Pie,$7.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Selection
                    ",Bathroom Cleaner With Bleach,2 /$5.00,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Life Smart
                    ","Mandarin Oranges in No Sugar Added Water, Naturalia",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kellogg's
                    ","Chocolate Chip Cookie Dough, Rice Krispies",$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Suntree
                    ",Reconstitued Lemon Juice,$1.00 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Cranberry and Orange Muffins,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Ben's Original
                    ","Korean BBQ Rice, Style Épicé",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Tradition
                    ",Sparkling Lime Lemonade,$4.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Uptime
                    ",Frozen Chicken and Coriander Wonton,$7.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Tradition
                    ",Organic Lemonade,$4.99 ea.,"
Valid until Dec 6, 2023
",organic-groceries,Super C
"
                        Leclerc
                    ","Eggnog Truffle Cookies, Celebration",$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Première Moisson
                    ",Cranberry Loaf,$4.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Kraft
                    ",Crunchy Hazelnut and Cocoa Spread,$5.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ben's Original
                    ","Creamy Cheddar Cheese Flavoured Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ruffles
                    ","Bar-B-Q Flavoured Chips, Flamin' Hot",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Maxwell House
                    ",Original Roast Instant Coffee,$2.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        General Mills
                    ","Cinnamon and Oat Crunch Cereal, Cheerios",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Pepsi
                    ","Citrus Flavoured Soft Drink, 7UP",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Leclerc
                    ","S'Mores Style Truffle Graham Cookies, Célébration",$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Rustica
                    ",Pepperoni Stuffed Crust Frozen Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Activia
                    ",2.9% Vanilla Flavoured Probiotic Yogurt,$2.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Brisk
                    ",Lemon Flavoured Iced Tea,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Oikos
                    ",11% Plain Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Natrel
                    ",10% Half & Half Cream,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Ritz
                    ",Mini Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ben's Original
                    ","Brown Basmati Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Uptime
                    ",Frozen Chicken and Green Onion Wonton,$7.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Nestlé
                    ","Hazelnut Crunch Flavoured Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Onion and Chive Seasoning,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Wallaroo Trail
                    ","Australian Red Wine, BIN 929",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        AXE
                    ",Cool Ocean Scented Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        AXE
                    ",Phoenix Scented Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        AXE
                    ","Antiperspirant and Deodorant Stick, Wild",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Uncle Ben's
                    ","Broccoli and Cheddar Flavoured Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Attitude
                    ",Hearty Harvest Mix,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Life Smart
                    ",Diced Peaches in Water Snacks,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Cheetos
                    ",Cheddar Jalapeño Flavoured Pop Corn,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
","Marinated Salmon Fillets, Value Pack",$11.89 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Roma
                    ",Chorizo Jumbo Sausage,$5.99 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Ritz
                    ","Crackers, Sociables",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Apple Crumble,$7.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Campbell's
                    ","Ready to Serve Chicken Noodle Soup, Chunky",2 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Dove
                    ",White Soap Bar,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Dove
                    ",Deep Moisture Nourishing Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Pepperidge Farm
                    ","Cheddar Falvoured Mini Crackers, Goldfish",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Cascade
                    ","Freshly Scented Dishwasher Tab, Platinum Plus",$13.99 ea.,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Ben's Original
                    ","Jambalaya Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Activia
                    ",2.9% Cherry Flavoured Probiotic Yogurt,$2.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Lactantia
                    ","1% Chocolate Milk, UltraPur",$4.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Vachon
                    ",Ah Louis Cakes,$3.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Kraft
                    ","Frozen Macaroni and Four Cheese, Deluxe",$2.99 ea.,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
",Seasoned Boneless and Trimmed Chicken Breast,$9.85 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Oikos
                    ","0% Vanilla Greek Yogurt, High Protein",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Cheetos
                    ",Cheddar Popcorn Flavoured Snacks,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Rustica
                    ",Frozen 3 Meat Rising Crust Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Vegetable Thins
                    ",Reduced Fat Vegetable Wheat Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Dare
                    ","Chocolate Covered Marshmallow Maple Cookies, Whippet",$1.49 ea.,"
Valid until Dec 31, 2050
",snacks,Super C
"
                        Life Smart
                    ",Apple and Strawberry Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Life Smart
                    ","Apple, Peach and Mango Sauce Squeeze Pouches",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Dove
                    ",Unscented Sensitive Skin Soap Bar,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Flamingo
                    ",Mild and Crispy BBQ Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Campbell's
                    ","Ready To Serve Beef Soup, Chunky",2 /$5.00,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
                        Ruffles
                    ",Poutine Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nestlé
                    ","Tiramisu Flavoured Truffle™ Chocolate Bar, Aero",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Uptime
                    ",Frozen Pork and Shrimps Wonton,$7.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ","6"" Chocolate Hazelnut Cake",$17.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Christie
                    ","Snowflake Cracker, Ritz",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Michelina's
                    ",Frozen General Tao Chicken,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ben's Original
                    ",Red Kidney Bean Rice,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Cheetos
                    ","White Cheddar Flavoured Crunchy Snack, Simply",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Attitude
                    ",Wild flower Scented Laundry Detergent,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Selection
                    ",2-Ply Facial Tissue,$10.99 ea.,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Saputo
                    ",Lactose Free Mozzarella Cheese,$4.88 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Roasted Red Pepper and Onion S...,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Irresistibles
                    ",Frozen Shrimp Gyoza Dumplings,2 /$14.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Leclerc
                    ","Mint Truffle Cookies, Celebration",$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Uncle Ben's
                    ","Cheddar and Jalapeno Flavoured Rice, Spicy Style",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ruffles
                    ",KFC Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Fresh Canadian Atlantic Salmon Fillets,$5.73 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Nestlé
                    ","Caramel Crunch Flavoured Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Nantes Carrots,$1.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
",Organic Cranberries,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
",Thai Chili Hot Pepper,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Nestlé
                    ","Milk Mousse Chocolate Truffle™ Bar, Aero",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Monsieur Gustav
                    ",Saint-Paulin Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
